
第１表,,,,刑法犯　罪種別　認知・検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙率,検挙率,検挙率,検挙人員,検挙人員,検挙人員,検挙人員,"検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年",
その他,4752 ,4890 ,-138 ,-2.8 ,4584 ,4794 ,-210 ,-4.4 
,,,,,,,,
注） 自動車の運転により人を死傷させる行為等の処罰に関する法律及び交通法令違反を除く。,,,,,,,,
,第１２表,,,来日外国人による　重要犯罪・重要窃盗犯　国籍別　検挙人員　対前年比較,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,
,,総数,総数,重要犯罪,重要犯罪,殺人,殺人,強盗,強盗,放火,放火,強制性交等,強制性交等,"略取誘拐・
人身売買","略取誘拐・
人身売買",強制わいせつ,強制わいせつ,
,,"2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月",
総数,,618 ,553 ,409 ,346 ,69 ,59 ,87 ,80 ,12 ,7 ,56 ,46 ,69 ,13 ,116 ,141 ,
アジア州,計,491 ,389 ,331 ,257 ,61 ,54 ,73 ,49 ,9 ,5 ,33 ,27 ,66 ,12 ,89 ,110 ,
アジア州,韓国・朝鮮,17 ,27 ,9 ,11 ,1 ,0 ,2 ,2 ,1 ,1 ,2 ,3 ,1 ,1 ,2 ,4 ,
アジア州,中国,96 ,89 ,62 ,53 ,9 ,7 ,30 ,11 ,3 ,2 ,4 ,5 ,0 ,1 ,16 ,27 ,
アジア州,イラン,5 ,4 ,4 ,3 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,
アジア州,インド,19 ,17 ,18 ,15 ,1 ,0 ,3 ,0 ,0 ,0 ,5 ,2 ,0 ,0 ,9 ,13 ,
アジア州,インドネシア,3 ,2 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,
アジア州,スリランカ,18 ,14 ,13 ,8 ,1 ,2 ,2 ,0 ,0 ,0 ,2 ,2 ,1 ,0 ,7 ,4 ,
アジア州,タイ,8 ,2 ,4 ,2 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,
アジア州,パキスタン,8 ,11 ,8 ,10 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,7 ,7 ,
アジア州,バングラデシユ,8 ,9 ,7 ,6 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,5 ,3 ,
アジア州,フイリピン,33 ,25 ,20 ,16 ,0 ,2 ,3 ,5 ,3 ,0 ,6 ,1 ,2 ,0 ,6 ,8 ,
アジア州,ベトナム,223 ,115 ,154 ,82 ,44 ,27 ,28 ,22 ,1 ,1 ,7 ,5 ,62 ,10 ,12 ,17 ,
アジア州,マレーシア,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
アジア州,その他,53 ,72 ,31 ,48 ,3 ,12 ,3 ,5 ,0 ,0 ,4 ,6 ,0 ,0 ,21 ,25 ,
ヨーロッパ州,計,22 ,22 ,15 ,14 ,1 ,0 ,2 ,3 ,0 ,0 ,3 ,5 ,1 ,1 ,8 ,5 ,
ヨーロッパ州,イギリス,3 ,3 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,1 ,
ヨーロッパ州,イタリア,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
ヨーロッパ州,ドイツ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
ヨーロッパ州,フランス,2 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,
ヨーロッパ州,ロシア,5 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,
ヨーロッパ州,その他,11 ,14 ,10 ,9 ,1 ,0 ,2 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,6 ,4 ,
南北アメリカ州,計,79 ,107 ,45 ,56 ,7 ,5 ,8 ,25 ,2 ,1 ,15 ,12 ,2 ,0 ,11 ,13 ,
南北アメリカ州,アメリカ,4 ,8 ,2 ,8 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,3 ,
南北アメリカ州,カナダ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
南北アメリカ州,ブラジル,42 ,55 ,23 ,30 ,4 ,2 ,6 ,19 ,2 ,0 ,6 ,5 ,2 ,0 ,3 ,4 ,
南北アメリカ州,その他,33 ,43 ,20 ,17 ,3 ,3 ,2 ,3 ,0 ,0 ,8 ,6 ,0 ,0 ,7 ,5 ,
アフリカ州,計,25 ,35 ,17 ,19 ,0 ,0 ,4 ,3 ,1 ,1 ,5 ,2 ,0 ,0 ,7 ,13 ,
オセアニア州,計,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,
無国籍,計,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
国籍不明,計,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,,,,,,,,,,,,,,,,,
 注） 「中国」は、台湾、香港等を含む。,,,,,,,,,,,,,,,,,,
,第１２表,,,来日外国人による　重要犯罪・重要窃盗犯　国籍別　検挙人員　対前年比較,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,
,,重要窃盗犯,重要窃盗犯,侵入盗,侵入盗,自動車盗,自動車盗,ひったくり,ひったくり,すり,すり,,,,,,,
,,"2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月","2021年
1～12月","2020年
1～12月",,,,,,,
総数,,209 ,207 ,166 ,154 ,30 ,24 ,4 ,3 ,9 ,26 ,,,,,,,
アジア州,計,160 ,132 ,140 ,112 ,15 ,12 ,1 ,3 ,4 ,5 ,,,,,,,
アジア州,韓国・朝鮮,8 ,16 ,5 ,16 ,1 ,0 ,0 ,0 ,2 ,0 ,,,,,,,
アジア州,中国,34 ,36 ,34 ,33 ,0 ,0 ,0 ,0 ,0 ,3 ,,,,,,,
アジア州,イラン,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,,,,,,,
アジア州,インド,1 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,,,,,,,
アジア州,インドネシア,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,スリランカ,5 ,6 ,3 ,3 ,2 ,3 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,タイ,4 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,パキスタン,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,バングラデシユ,1 ,3 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,フイリピン,13 ,9 ,12 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,,,,,,,
アジア州,ベトナム,69 ,33 ,60 ,30 ,7 ,2 ,1 ,0 ,1 ,1 ,,,,,,,
アジア州,マレーシア,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,,,,,,,
アジア州,その他,22 ,24 ,19 ,18 ,3 ,5 ,0 ,1 ,0 ,0 ,,,,,,,
ヨーロッパ州,計,7 ,8 ,3 ,2 ,3 ,3 ,0 ,0 ,1 ,3 ,,,,,,,
ヨーロッパ州,イギリス,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
ヨーロッパ州,イタリア,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
ヨーロッパ州,ドイツ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
ヨーロッパ州,フランス,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
ヨーロッパ州,ロシア,3 ,2 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,,,,,,,
ヨーロッパ州,その他,1 ,5 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,3 ,,,,,,,
南北アメリカ州,計,34 ,51 ,21 ,39 ,9 ,8 ,2 ,0 ,2 ,4 ,,,,,,,
南北アメリカ州,アメリカ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
南北アメリカ州,カナダ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
南北アメリカ州,ブラジル,19 ,25 ,9 ,17 ,8 ,8 ,1 ,0 ,1 ,0 ,,,,,,,
南北アメリカ州,その他,13 ,26 ,10 ,22 ,1 ,0 ,1 ,0 ,1 ,4 ,,,,,,,
アフリカ州,計,8 ,16 ,2 ,1 ,3 ,1 ,1 ,0 ,2 ,14 ,,,,,,,
オセアニア州,計,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
無国籍,計,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
国籍不明,計,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,
,,,,,,,,,,,,,,,,,,
第１３表,,,,来日外国人による　刑法犯・特別法犯　検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,
,,"刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯",刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,,,,,,,,,
,,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,,,,,,,,,
総数,,15893 ,17865 ,-1972 ,-11.0 ,10677 ,11756 ,-1079 ,-9.2 ,9105 ,9512 ,-407 ,-4.3 ,5573 ,5634 ,-61 ,-1.1 ,,,,,,,,,
北海道,計,127 ,119 ,8 ,6.7 ,104 ,100 ,4 ,4.0 ,77 ,69 ,8 ,11.6 ,61 ,66 ,-5 ,-7.6 ,,,,,,,,,
北海道,札幌方面,74 ,74 ,0 ,0.0 ,57 ,64 ,-7 ,-10.9 ,56 ,43 ,13 ,30.2 ,45 ,41 ,4 ,9.8 ,,,,,,,,,
北海道,函館方面,22 ,5 ,17 ,340.0 ,19 ,5 ,14 ,280.0 ,4 ,4 ,0 ,0.0 ,4 ,4 ,0 ,0.0 ,,,,,,,,,
北海道,旭川方面,4 ,27 ,-23 ,-85.2 ,4 ,15 ,-11 ,-73.3 ,2 ,16 ,-14 ,-87.5 ,2 ,11 ,-9 ,-81.8 ,,,,,,,,,
北海道,釧路方面,15 ,7 ,8 ,114.3 ,14 ,5 ,9 ,180.0 ,6 ,2 ,4 ,200.0 ,6 ,2 ,4 ,200.0 ,,,,,,,,,
北海道,北見方面,12 ,6 ,6 ,100.0 ,10 ,11 ,-1 ,-9.1 ,9 ,4 ,5 ,125.0 ,4 ,8 ,-4 ,-50.0 ,,,,,,,,,
東北,計,404 ,336 ,68 ,20.2 ,171 ,202 ,-31 ,-15.3 ,296 ,196 ,100 ,51.0 ,99 ,107 ,-8 ,-7.5 ,,,,,,,,,
東北,青森県,76 ,24 ,52 ,216.7 ,22 ,11 ,11 ,100.0 ,61 ,15 ,46 ,306.7 ,10 ,4 ,6 ,150.0 ,,,,,,,,,
東北,岩手県,16 ,25 ,-9 ,-36.0 ,15 ,16 ,-1 ,-6.3 ,8 ,11 ,-3 ,-27.3 ,10 ,7 ,3 ,42.9 ,,,,,,,,,
東北,宮城県,66 ,91 ,-25 ,-27.5 ,52 ,68 ,-16 ,-23.5 ,37 ,51 ,-14 ,-27.5 ,35 ,40 ,-5 ,-12.5 ,,,,,,,,,
東北,秋田県,45 ,34 ,11 ,32.4 ,14 ,29 ,-15 ,-51.7 ,37 ,12 ,25 ,208.3 ,6 ,9 ,-3 ,-33.3 ,,,,,,,,,
東北,山形県,140 ,56 ,84 ,150.0 ,23 ,32 ,-9 ,-28.1 ,125 ,39 ,86 ,220.5 ,17 ,21 ,-4 ,-19.0 ,,,,,,,,,
東北,福島県,61 ,106 ,-45 ,-42.5 ,45 ,46 ,-1 ,-2.2 ,28 ,68 ,-40 ,-58.8 ,21 ,26 ,-5 ,-19.2 ,,,,,,,,,
東京都,,3436 ,4633 ,-1197 ,-25.8 ,2510 ,3059 ,-549 ,-17.9 ,1656 ,2166 ,-510 ,-23.5 ,1092 ,1256 ,-164 ,-13.1 ,,,,,,,,,
関東,計,5858 ,6527 ,-669 ,-10.2 ,3680 ,4083 ,-403 ,-9.9 ,3245 ,3260 ,-15 ,-0.5 ,1834 ,1735 ,99 ,5.7 ,,,,,,,,,
関東,茨城県,784 ,595 ,189 ,31.8 ,414 ,452 ,-38 ,-8.4 ,442 ,193 ,249 ,129.0 ,164 ,153 ,11 ,7.2 ,,,,,,,,,
関東,栃木県,330 ,478 ,-148 ,-31.0 ,193 ,217 ,-24 ,-11.1 ,171 ,265 ,-94 ,-35.5 ,97 ,78 ,19 ,24.4 ,,,,,,,,,
関東,群馬県,624 ,795 ,-171 ,-21.5 ,392 ,433 ,-41 ,-9.5 ,317 ,420 ,-103 ,-24.5 ,194 ,196 ,-2 ,-1.0 ,,,,,,,,,
関東,埼玉県,1333 ,1603 ,-270 ,-16.8 ,855 ,1003 ,-148 ,-14.8 ,759 ,767 ,-8 ,-1.0 ,457 ,461 ,-4 ,-0.9 ,,,,,,,,,
関東,千葉県,814 ,988 ,-174 ,-17.6 ,606 ,698 ,-92 ,-13.2 ,380 ,454 ,-74 ,-16.3 ,279 ,264 ,15 ,5.7 ,,,,,,,,,
関東,神奈川県,974 ,1017 ,-43 ,-4.2 ,684 ,728 ,-44 ,-6.0 ,406 ,415 ,-9 ,-2.2 ,274 ,246 ,28 ,11.4 ,,,,,,,,,
関東,新潟県,144 ,180 ,-36 ,-20.0 ,47 ,71 ,-24 ,-33.8 ,112 ,141 ,-29 ,-20.6 ,35 ,46 ,-11 ,-23.9 ,,,,,,,,,
関東,山梨県,52 ,57 ,-5 ,-8.8 ,45 ,34 ,11 ,32.4 ,28 ,32 ,-4 ,-12.5 ,28 ,20 ,8 ,40.0 ,,,,,,,,,
関東,長野県,135 ,145 ,-10 ,-6.9 ,93 ,113 ,-20 ,-17.7 ,90 ,50 ,40 ,80.0 ,64 ,45 ,19 ,42.2 ,,,,,,,,,
関東,静岡県,668 ,669 ,-1 ,-0.1 ,351 ,334 ,17 ,5.1 ,540 ,523 ,17 ,3.3 ,242 ,226 ,16 ,7.1 ,,,,,,,,,
中部,計,2616 ,2721 ,-105 ,-3.9 ,1838 ,1875 ,-37 ,-2.0 ,1526 ,1557 ,-31 ,-2.0 ,1051 ,1046 ,5 ,0.5 ,,,,,,,,,
中部,富山県,229 ,126 ,103 ,81.7 ,147 ,89 ,58 ,65.2 ,162 ,95 ,67 ,70.5 ,78 ,59 ,19 ,32.2 ,,,,,,,,,
中部,石川県,148 ,110 ,38 ,34.5 ,38 ,52 ,-14 ,-26.9 ,116 ,87 ,29 ,33.3 ,27 ,42 ,-15 ,-35.7 ,,,,,,,,,
中部,福井県,160 ,218 ,-58 ,-26.6 ,86 ,67 ,19 ,28.4 ,125 ,193 ,-68 ,-35.2 ,59 ,50 ,9 ,18.0 ,,,,,,,,,
中部,岐阜県,445 ,374 ,71 ,19.0 ,264 ,269 ,-5 ,-1.9 ,319 ,286 ,33 ,11.5 ,174 ,192 ,-18 ,-9.4 ,,,,,,,,,
中部,愛知県,1397 ,1635 ,-238 ,-14.6 ,1150 ,1238 ,-88 ,-7.1 ,680 ,736 ,-56 ,-7.6 ,628 ,611 ,17 ,2.8 ,,,,,,,,,
中部,三重県,237 ,258 ,-21 ,-8.1 ,153 ,160 ,-7 ,-4.4 ,124 ,160 ,-36 ,-22.5 ,85 ,92 ,-7 ,-7.6 ,,,,,,,,,
近畿,計,1910 ,2039 ,-129 ,-6.3 ,1381 ,1450 ,-69 ,-4.8 ,1205 ,1280 ,-75 ,-5.9 ,783 ,795 ,-12 ,-1.5 ,,,,,,,,,
近畿,滋賀県,125 ,112 ,13 ,11.6 ,88 ,79 ,9 ,11.4 ,77 ,64 ,13 ,20.3 ,55 ,50 ,5 ,10.0 ,,,,,,,,,
近畿,京都府,109 ,107 ,2 ,1.9 ,90 ,85 ,5 ,5.9 ,64 ,70 ,-6 ,-8.6 ,51 ,54 ,-3 ,-5.6 ,,,,,,,,,
近畿,大阪府,824 ,892 ,-68 ,-7.6 ,685 ,795 ,-110 ,-13.8 ,467 ,496 ,-29 ,-5.8 ,370 ,429 ,-59 ,-13.8 ,,,,,,,,,
近畿,兵庫県,641 ,742 ,-101 ,-13.6 ,411 ,400 ,11 ,2.8 ,442 ,502 ,-60 ,-12.0 ,234 ,207 ,27 ,13.0 ,,,,,,,,,
近畿,奈良県,175 ,165 ,10 ,6.1 ,83 ,67 ,16 ,23.9 ,131 ,137 ,-6 ,-4.4 ,58 ,41 ,17 ,41.5 ,,,,,,,,,
近畿,和歌山県,36 ,21 ,15 ,71.4 ,24 ,24 ,0 ,0.0 ,24 ,11 ,13 ,118.2 ,15 ,14 ,1 ,7.1 ,,,,,,,,,
中国,計,666 ,521 ,145 ,27.8 ,386 ,363 ,23 ,6.3 ,462 ,312 ,150 ,48.1 ,235 ,233 ,2 ,0.9 ,,,,,,,,,
中国,鳥取県,55 ,45 ,10 ,22.2 ,34 ,34 ,0 ,0.0 ,34 ,43 ,-9 ,-20.9 ,23 ,30 ,-7 ,-23.3 ,,,,,,,,,
中国,島根県,84 ,41 ,43 ,104.9 ,29 ,16 ,13 ,81.3 ,68 ,27 ,41 ,151.9 ,20 ,10 ,10 ,100.0 ,,,,,,,,,
中国,岡山県,124 ,115 ,9 ,7.8 ,84 ,89 ,-5 ,-5.6 ,77 ,78 ,-1 ,-1.3 ,43 ,61 ,-18 ,-29.5 ,,,,,,,,,
中国,広島県,296 ,229 ,67 ,29.3 ,179 ,171 ,8 ,4.7 ,199 ,118 ,81 ,68.6 ,117 ,100 ,17 ,17.0 ,,,,,,,,,
中国,山口県,107 ,91 ,16 ,17.6 ,60 ,53 ,7 ,13.2 ,84 ,46 ,38 ,82.6 ,32 ,32 ,0 ,0.0 ,,,,,,,,,
四国,計,167 ,215 ,-48 ,-22.3 ,104 ,111 ,-7 ,-6.3 ,146 ,161 ,-15 ,-9.3 ,86 ,77 ,9 ,11.7 ,,,,,,,,,
四国,徳島県,30 ,78 ,-48 ,-61.5 ,12 ,15 ,-3 ,-20.0 ,27 ,64 ,-37 ,-57.8 ,8 ,12 ,-4 ,-33.3 ,,,,,,,,,
四国,香川県,53 ,63 ,-10 ,-15.9 ,41 ,41 ,0 ,0.0 ,42 ,45 ,-3 ,-6.7 ,32 ,29 ,3 ,10.3 ,,,,,,,,,
四国,愛媛県,47 ,64 ,-17 ,-26.6 ,41 ,50 ,-9 ,-18.0 ,43 ,47 ,-4 ,-8.5 ,37 ,36 ,1 ,2.8 ,,,,,,,,,
四国,高知県,37 ,10 ,27 ,270.0 ,10 ,5 ,5 ,100.0 ,34 ,5 ,29 ,580.0 ,9 ,0 ,9 ,0.0 ,,,,,,,,,
九州,計,709 ,754 ,-45 ,-6.0 ,503 ,513 ,-10 ,-1.9 ,492 ,511 ,-19 ,-3.7 ,332 ,319 ,13 ,4.1 ,,,,,,,,,
九州,福岡県,343 ,468 ,-125 ,-26.7 ,287 ,284 ,3 ,1.1 ,220 ,345 ,-125 ,-36.2 ,191 ,192 ,-1 ,-0.5 ,,,,,,,,,
九州,佐賀県,83 ,29 ,54 ,186.2 ,30 ,18 ,12 ,66.7 ,71 ,21 ,50 ,238.1 ,22 ,13 ,9 ,69.2 ,,,,,,,,,
九州,長崎県,38 ,33 ,5 ,15.2 ,20 ,27 ,-7 ,-25.9 ,31 ,20 ,11 ,55.0 ,13 ,18 ,-5 ,-27.8 ,,,,,,,,,
九州,熊本県,91 ,53 ,38 ,71.7 ,53 ,51 ,2 ,3.9 ,59 ,20 ,39 ,195.0 ,27 ,20 ,7 ,35.0 ,,,,,,,,,
九州,大分県,34 ,27 ,7 ,25.9 ,24 ,26 ,-2 ,-7.7 ,21 ,19 ,2 ,10.5 ,15 ,17 ,-2 ,-11.8 ,,,,,,,,,
九州,宮崎県,16 ,17 ,-1 ,-5.9 ,15 ,12 ,3 ,25.0 ,12 ,10 ,2 ,20.0 ,11 ,7 ,4 ,57.1 ,,,,,,,,,
九州,鹿児島県,49 ,28 ,21 ,75.0 ,29 ,25 ,4 ,16.0 ,40 ,11 ,29 ,263.6 ,20 ,9 ,11 ,122.2 ,,,,,,,,,
九州,沖縄県,55 ,99 ,-44 ,-44.4 ,45 ,70 ,-25 ,-35.7 ,38 ,65 ,-27 ,-41.5 ,33 ,43 ,-10 ,-23.3 ,,,,,,,,,
第１３表,,,,来日外国人による　刑法犯・特別法犯　検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,,,,,,,,,
,,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,,,,,,,,,,,,,,,,,
,,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,"2021年
1～12月","2020年
1～12月",増減,増減率（％）,,,,,,,,,,,,,,,,,
総数,,6788 ,8353 ,-1565 ,-18.7 ,5104 ,6122 ,-1018 ,-16.6 ,,,,,,,,,,,,,,,,,
北海道,計,50 ,50 ,0 ,0.0 ,43 ,34 ,9 ,26.5 ,,,,,,,,,,,,,,,,,
北海道,札幌方面,18 ,31 ,-13 ,-41.9 ,12 ,23 ,-11 ,-47.8 ,,,,,,,,,,,,,,,,,
北海道,函館方面,18 ,1 ,17 ,1700.0 ,15 ,1 ,14 ,1400.0 ,,,,,,,,,,,,,,,,,
北海道,旭川方面,2 ,11 ,-9 ,-81.8 ,2 ,4 ,-2 ,-50.0 ,,,,,,,,,,,,,,,,,
北海道,釧路方面,9 ,5 ,4 ,80.0 ,8 ,3 ,5 ,166.7 ,,,,,,,,,,,,,,,,,
北海道,北見方面,3 ,2 ,1 ,50.0 ,6 ,3 ,3 ,100.0 ,,,,,,,,,,,,,,,,,
東北,計,108 ,140 ,-32 ,-22.9 ,72 ,95 ,-23 ,-24.2 ,,,,,,,,,,,,,,,,,
東北,青森県,15 ,9 ,6 ,66.7 ,12 ,7 ,5 ,71.4 ,,,,,,,,,,,,,,,,,
東北,岩手県,8 ,14 ,-6 ,-42.9 ,5 ,9 ,-4 ,-44.4 ,,,,,,,,,,,,,,,,,
東北,宮城県,29 ,40 ,-11 ,-27.5 ,17 ,28 ,-11 ,-39.3 ,,,,,,,,,,,,,,,,,
東北,秋田県,8 ,22 ,-14 ,-63.6 ,8 ,20 ,-12 ,-60.0 ,,,,,,,,,,,,,,,,,
東北,山形県,15 ,17 ,-2 ,-11.8 ,6 ,11 ,-5 ,-45.5 ,,,,,,,,,,,,,,,,,
東北,福島県,33 ,38 ,-5 ,-13.2 ,24 ,20 ,4 ,20.0 ,,,,,,,,,,,,,,,,,
東京都,,1780 ,2467 ,-687 ,-27.8 ,1418 ,1803 ,-385 ,-21.4 ,,,,,,,,,,,,,,,,,
関東,計,2613 ,3267 ,-654 ,-20.0 ,1846 ,2348 ,-502 ,-21.4 ,,,,,,,,,,,,,,,,,
関東,茨城県,342 ,402 ,-60 ,-14.9 ,250 ,299 ,-49 ,-16.4 ,,,,,,,,,,,,,,,,,
関東,栃木県,159 ,213 ,-54 ,-25.4 ,96 ,139 ,-43 ,-30.9 ,,,,,,,,,,,,,,,,,
関東,群馬県,307 ,375 ,-68 ,-18.1 ,198 ,237 ,-39 ,-16.5 ,,,,,,,,,,,,,,,,,
関東,埼玉県,574 ,836 ,-262 ,-31.3 ,398 ,542 ,-144 ,-26.6 ,,,,,,,,,,,,,,,,,
関東,千葉県,434 ,534 ,-100 ,-18.7 ,327 ,434 ,-107 ,-24.7 ,,,,,,,,,,,,,,,,,
関東,神奈川県,568 ,602 ,-34 ,-5.6 ,410 ,482 ,-72 ,-14.9 ,,,,,,,,,,,,,,,,,
関東,新潟県,32 ,39 ,-7 ,-17.9 ,12 ,25 ,-13 ,-52.0 ,,,,,,,,,,,,,,,,,
関東,山梨県,24 ,25 ,-1 ,-4.0 ,17 ,14 ,3 ,21.4 ,,,,,,,,,,,,,,,,,
関東,長野県,45 ,95 ,-50 ,-52.6 ,29 ,68 ,-39 ,-57.4 ,,,,,,,,,,,,,,,,,
関東,静岡県,128 ,146 ,-18 ,-12.3 ,109 ,108 ,1 ,0.9 ,,,,,,,,,,,,,,,,,
中部,計,1090 ,1164 ,-74 ,-6.4 ,787 ,829 ,-42 ,-5.1 ,,,,,,,,,,,,,,,,,
中部,富山県,67 ,31 ,36 ,116.1 ,69 ,30 ,39 ,130.0 ,,,,,,,,,,,,,,,,,
中部,石川県,32 ,23 ,9 ,39.1 ,11 ,10 ,1 ,10.0 ,,,,,,,,,,,,,,,,,
中部,福井県,35 ,25 ,10 ,40.0 ,27 ,17 ,10 ,58.8 ,,,,,,,,,,,,,,,,,
中部,岐阜県,126 ,88 ,38 ,43.2 ,90 ,77 ,13 ,16.9 ,,,,,,,,,,,,,,,,,
中部,愛知県,717 ,899 ,-182 ,-20.2 ,522 ,627 ,-105 ,-16.7 ,,,,,,,,,,,,,,,,,
中部,三重県,113 ,98 ,15 ,15.3 ,68 ,68 ,0 ,0.0 ,,,,,,,,,,,,,,,,,
近畿,計,705 ,759 ,-54 ,-7.1 ,598 ,655 ,-57 ,-8.7 ,,,,,,,,,,,,,,,,,
